NCBI Accession, NCBI Tax ID, Domain, Phylum, Class, Order, Family, Genus, Species
NZ_CP010869.1,1609966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,NA 
NZ_FNYD01000032.1,1227549,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cribrihabitans,Cribrihabitans marinus
NZ_AYXI01000001.1,1417296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,NA 
NC_009952.1,398580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter shibae
NZ_FOXY01000059.1,393278,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,Donghicola eburneus
NZ_FMWG01000029.1,1156985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,Epibacterium ulvae
NZ_BBJC02000001.1,1472418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Falsirhodobacter,NA 
NZ_FOCE01000034.1,933059,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter aquatilis
NZ_NIPW01000001.1,366618,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Haematobacter,NA 
NZ_CP014327.1,1579316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,Halocynthiibacter arcticus
NZ_CXPG01000001.1,282197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia rubra
NZ_CP019937.1,92947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,Ketogulonicigenium robustum
NZ_AAUW01000048.1,384765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,Labrenzia aggregata
NZ_CYSR01000001.1,1396826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera aquaemixtae
NZ_FNPR01000018.1,576131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lentibacter,Lentibacter algarum
NZ_FNOI01000012.1,670155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,Litoreibacter albidus
NZ_FOEP01000037.1,657014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium,Litorimicrobium taeanense
NZ_FXZK01000056.1,1819565,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella marina
NZ_FNEB01000049.1,490829,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter,Lutimaribacter saemankumensis
NZ_FXYF01000056.1,1673631,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maliponia,Maliponia aquimaris
NZ_JSUQ01000001.1,561184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mameliella,Mameliella alba
NZ_FOCM01000010.1,387096,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maribius,Maribius pelagius
NZ_AQQR01000001.1,1679460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium,Marinibacterium profundimaris
NZ_CP010855.1,988812,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,Marinovum algicola
NZ_CH902581.1,314271,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,Maritimibacter alkaliphilus
NZ_JFKC01000001.1,1123756,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,Marivita geojedonensis
NZ_CP018572.1,1920883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens,NA 
NZ_OCTN01000027.1,1690039,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Monaibacterium,Monaibacterium marinum
NZ_MJAP01000039.1,87172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Natronohydrobacter,Natronohydrobacter thiooxidans
NZ_LAUK01000001.1,1638950,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,NA 
NZ_CVPC01000001.1,282199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nereida,Nereida ignava
NZ_LVVZ01000001.1,197461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nesiotobacter,Nesiotobacter exalbescens
NZ_MNBW01000001.1,1287720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nioella,Nioella nitratireducens
NZ_ABID01000105.1,391624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanibulbus,Oceanibulbus indolifex
NZ_FOHL01000029.1,1189325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,Oceanicella actignis
NZ_AFPM01000339.1,1042378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,NA 
NZ_NMZM01000010.1,2047749,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniglobus,Oceaniglobus indicus
NZ_AMGO01000001.1,1231392,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniovalibus,Oceaniovalibus guishaninsula
NC_020911.1,391626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus
NZ_FNZV01000043.1,658057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter,Pacificibacter marinus
NZ_BDDO01000001.1,1662865,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter,NA 
NZ_FOPF01000026.1,315423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,Palleronia marisminoris
NZ_KB908215.1,1122929,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pannonibacter,Pannonibacter phragmitetus
NZ_FXAQ01000078.1,935850,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA 
NZ_DS022281.1,314265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,Pelagibaca bermudensis
NZ_FWFL01000038.1,1312363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagicola,Pelagicola litorisediminis
NZ_AQQP01000001.1,1317111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,NA 
NZ_CP003984.1,666509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata
NZ_MUHR01000001.1,1481893,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea,Planktotalea arctica
NZ_FTPS01000006.1,515897,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pontibaca,Pontibaca methylaminivorans
NZ_LPXO01000001.1,1685382,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus,Ponticoccus marisrubri
NZ_FOJU01000011.1,871651,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Poseidonocella,Poseidonocella pacifica
NZ_OBEA01000014.1,1247613,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola antarcticus
NZ_FWFT01000015.1,1391910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooctadecabacter,Pseudooctadecabacter jejudonensis
NZ_FQZQ01000077.1,1470563,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudopelagicola,Pseudopelagicola gijangensis
NZ_KI421507.1,999550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,Pseudophaeobacter arcticus
NZ_FOCO01000115.1,1077947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Pseudorhodobacter antarcticus
NZ_MTBG01000001.1,1933035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,NA 
NZ_MIEL01000026.1,1898042,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,NA 
NZ_AWWI01000001.1,1206336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,Puniceibacterium antarcticum
NZ_FNSK01000007.1,1884310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,NA 
NZ_AKZI01000001.1,1187851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,NA 
NZ_FBYC01000001.1,1666912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibaca,Roseibaca calidilacus
NZ_CP004372.1,1294273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium,Roseibacterium elongatum
NZ_GL476300.1,744980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibium,NA 
NZ_FNOM01000077.1,564137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicitreum,Roseicitreum antarcticum
NZ_MEHT01000001.1,121821,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseinatronobacter,Roseinatronobacter thiooxidans
NZ_FWFZ01000155.1,254357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseisalinus,Roseisalinus antarcticus
NZ_FTOQ01000043.1,633194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax lentus
NZ_AAYB01000011.1,391593,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA 
NZ_LGVV01000001.1,74031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius tolerans
NZ_KE557318.1,1123069,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium thermophilum
NZ_FNQM01000098.1,89524,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubrimonas,Rubrimonas cliftonensis
NZ_CYPS01000001.1,81569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria atlantica
NZ_AAYA01000039.1,388399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,Sagittula stellata
NZ_FODS01000084.1,569882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans,Salinihabitans flavidus
NZ_KE557273.1,1123237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger mucosus
NZ_AXBG01000001.1,571166,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,Sedimentitalea nanhaiensis
NZ_AUIJ01000001.1,1123247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas,Sediminimonas qiaohouensis
NZ_LAJH01000001.1,1389006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,Shimia sp. SK013
NZ_MBQE01000010.1,538381,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Stappia,Stappia indica
NZ_FPAJ01000001.1,394264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter marinus
NZ_CP019312.1,299262,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Tateyamaria omphalii
NZ_JGVS01000001.1,266809,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobacter,Thalassobacter stenotrophicus
NZ_GG697169.2,633131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobium,NA 
NZ_CYSA01000001.1,53501,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,Thalassobius gelatinovorus
NZ_CP014796.1,1229727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,Thiobacimonas profunda
NZ_MDHA01000001.1,1889770,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,NA 
NZ_LPUY01000001.1,1768241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter horizontis
NZ_FXXP01000017.1,1037362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter,Tropicibacter phthalicicus
NZ_FOLG01000050.1,441112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,Tropicimonas isoalkanivorans
NZ_FQYO01000017.1,1447782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia,Wenxinia saemankumensis
NZ_CP019124.1,1411903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Xuhuaishuia,Xuhuaishuia manganoxidans
NZ_NTHN01000001.1,1779329,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,NA 
NZ_PEBQ01000069.1,65959,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pomorum
NZ_JNJH01000001.1,1408418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium angustum
NZ_BANB01001239.1,1231350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera rubrifaciens
NZ_JH976207.1,1214225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,NA 
NZ_BAND01000546.1,1231351,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidomonas,Acidomonas methanolica
NZ_BAJV01000038.1,1236502,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia prunellae
NZ_KN676113.1,1545443,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Belnapia,NA 
NZ_JATM01000005.1,1539051,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bombella,Bombella intestini
NZ_JOPB01000009.1,479936,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter intestini
NZ_AFCH01000064.1,1004836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,NA 
NZ_BEWP01000001.1,941463,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter kondonii
NZ_CP018192.1,364410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,Granulibacter bethesdensis
NZ_LHUQ01000001.1,33995,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter europaeus
NZ_JNAB01000001.1,153496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia,Kozakia baliensis
NZ_CP014691.1,320497,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neoasaia,Neoasaia chiangmaiensis
NZ_BCZB01000001.1,1223520,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neokomagataea,Neokomagataea thailandica
NZ_CP020554.1,1510841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter,Parasaccharibacter apium
NZ_PDNU01000001.1,1335062,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas rhizosphaerae
NZ_AUDH01000001.1,1123072,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rubritepida,Rubritepida flocculans
NZ_KB899333.1,1123227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Saccharibacter,Saccharibacter floricola
NZ_BALE01000094.1,1231623,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Tanticharoenia,Tanticharoenia sakaeratensis
NZ_FYEH01000028.1,1963835,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboriscoccus,Arboriscoccus pini
NZ_KE386572.1,1089551,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus,Geminicoccus roseus
NZ_KB899910.1,1121861,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,Elioraea,Elioraea tepidiphila
NZ_FUWJ01000028.1,225324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,Enhydrobacter,Enhydrobacter aerosaccus
NZ_HE997181.1,1205680,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,Reyranella,Reyranella massiliensis
NZ_BACU01000744.1,95605,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,NA 
NZ_ANHY01000001.1,1238182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,Caenispirillum salinarum
NZ_JIAS01000001.1,1380391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,NA 
NZ_NOXS01000007.1,2022747,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Elstera,Elstera cyanobacteriorum
NZ_JMLV01000001.1,570967,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Fodinicurvata,Fodinicurvata fenggangensis
NZ_CP014525.1,1549855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum,Haematospirillum jordaniae
NZ_JANX01000001.1,1398085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,Inquilinus limosus
NZ_FTOA01000025.1,80876,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,Insolitispirillum peregrinum
NZ_FNCE01000023.1,1082479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Limimonas,Limimonas halophila
NZ_FO538765.1,1288970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,NA 
NC_007626.1,342108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum
NZ_MCGG01000001.1,28181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,Magnetovibrio blakemorei
NZ_AUFM01000011.1,1122607,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nisaea,Nisaea denitrificans
NZ_CP022110.1,1441467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,Nitrospirillum amazonense
NZ_NOXU01000002.1,1981099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Niveispirillum,Niveispirillum lacus
NZ_MPOB01000001.1,1909734,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oceanibaculum,Oceanibaculum nanhaiense
NC_017059.1,1150469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,Pararhodospirillum photometricum
NZ_CAHP01000001.1,1150626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,Phaeospirillum molischianum
NZ_FNAP01000050.1,69960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospira,Rhodospira trueperi
NC_007643.1,269796,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum
NZ_KI911559.1,1089552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodovibrio,Rhodovibrio salinarum
NZ_KE384093.1,1123364,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassobaculum,Thalassobaculum salexigens
NZ_OBMM01000018.1,220697,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira xiamenensis
NZ_FZNU01000089.1,1321365,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistlia,Tistlia consotensis
NC_017956.1,1110502,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,Tistrella mobilis
NZ_APHI01000002.1,1269275,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma phagocytophilum
NC_006831.1,302409,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium
NZ_CP007481.1,1286528,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia helminthoeca
NZ_NWVJ01000115.1,955,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis
NZ_CANJ01000301.1,752179,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Occidentia,Occidentia massiliensis
NZ_LYMB01000001.1,784,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi
NC_016931.1,1105112,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae
NZ_FWFR01000013.1,745714,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Oceanibacterium,Oceanibacterium hippocampi
NZ_BAMS01000012.1,1236958,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis
NZ_JRQQ01000001.1,1172626,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,NA 
NZ_CP011770.1,1348774,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus naphthovorans
NZ_LT629743.1,1798193,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,NA 
NZ_LZYB01000001.1,1300349,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter dokdonensis
NZ_ANFZ01000001.1,1248760,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,NA 
NZ_ADAE01000068.1,685035,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,Citromicrobium bathyomarinum
NZ_KQ954244.1,1117702,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium fuchskuhlense
NZ_NFZT01000001.1,1234595,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas,Pacificimonas flava
NZ_CP023449.1,1850238,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus dicambivorans
